x,y,t_h,T_K,alpha,q_Wm3
0.03,0.09,0.0,289.2947,0.0,1562.2615
0.03,0.09,0.51282054,289.85806,0.019044213,1532.4723
0.03,0.09,1.0256411,290.40207,0.037723817,1503.0204
0.03,0.09,1.5384616,290.9271,0.056042984,1473.9146
0.03,0.09,2.0512822,291.43338,0.0740062,1445.1624
0.03,0.09,2.5641026,291.92117,0.09161774,1416.7716
0.03,0.09,3.0769231,292.39078,0.10888204,1388.7491
0.03,0.09,3.5897436,292.8424,0.12580389,1361.1005
0.03,0.09,4.1025643,293.27637,0.14238769,1333.831
0.03,0.09,4.6153846,293.69293,0.15863816,1306.9456
0.03,0.09,5.1282053,294.0923,0.17456022,1280.4469
0.03,0.09,5.6410255,294.4748,0.19015852,1254.3395
0.03,0.09,6.1538463,294.8406,0.20543788,1228.6251
0.03,0.09,6.6666665,295.1901,0.22040322,1203.3064
0.03,0.09,7.179487,295.52338,0.23505935,1178.3844
0.03,0.09,7.6923075,295.84082,0.24941127,1153.8606
0.03,0.09,8.205129,296.14264,0.26346377,1129.7347
0.03,0.09,8.717949,296.42902,0.27722168,1106.0079
0.03,0.09,9.230769,296.7003,0.29069018,1082.6785
0.03,0.09,9.743589,296.95663,0.30387384,1059.7467
0.03,0.09,10.256411,297.19833,0.31677783,1037.2107
0.03,0.09,10.769231,297.4256,0.32940686,1015.0691
0.03,0.09,11.282051,297.6387,0.3417658,993.3203
0.03,0.09,11.794871,297.83783,0.35385942,971.9613
0.03,0.09,12.307693,298.0233,0.36569262,950.99036
0.03,0.09,12.820513,298.19513,0.37726998,930.40405
0.03,0.09,13.333333,298.3538,0.3885964,910.1998
0.03,0.09,13.846154,298.4994,0.39967647,890.3741
0.03,0.09,14.358974,298.6322,0.41051486,870.9234
0.03,0.09,14.871795,298.75232,0.42111605,851.8441
0.03,0.09,15.384615,298.8601,0.43148482,833.13214
0.03,0.09,15.897436,298.95566,0.44162548,814.7837
0.03,0.09,16.410257,299.0393,0.4515425,796.79443
0.03,0.09,16.923077,299.11118,0.46124032,779.15985
0.03,0.09,17.435898,299.1715,0.47072327,761.87573
0.03,0.09,17.948717,299.22043,0.4799956,744.9373
0.03,0.09,18.461538,299.25827,0.4890616,728.3401
0.03,0.09,18.97436,299.2851,0.4979254,712.0792
0.03,0.09,19.487179,299.30124,0.506591,696.15015
0.03,0.09,20.0,299.30676,0.5150627,680.54767
0.03,0.11,0.0,289.64032,0.0,1563.0713
0.03,0.11,0.51282054,290.2003,0.019053757,1533.2212
0.03,0.11,1.0256411,290.74115,0.037742175,1503.7118
0.03,0.11,1.5384616,291.26312,0.056069583,1474.5515
0.03,0.11,2.0512822,291.76663,0.07404036,1445.749
0.03,0.11,2.5641026,292.25174,0.091658786,1417.3109
0.03,0.11,3.0769231,292.71884,0.1089295,1389.2438
0.03,0.11,3.5897436,293.16815,0.12585714,1361.5533
0.03,0.11,4.1025643,293.59998,0.14244625,1334.2446
0.03,0.11,4.6153846,294.01447,0.15870163,1307.3221
0.03,0.11,5.1282053,294.412,0.17462808,1280.7897
0.03,0.11,5.6410255,294.7927,0.19023043,1254.6499
0.03,0.11,6.1538463,295.15695,0.2055134,1228.9054
0.03,0.11,6.6666665,295.5049,0.22048199,1203.5587
0.03,0.11,7.179487,295.83688,0.23514108,1178.6106
0.03,0.11,7.6923075,296.1531,0.2494956,1154.0619
0.03,0.11,8.205129,296.45377,0.26355046,1129.9132
0.03,0.11,8.717949,296.73914,0.27731046,1106.1647
0.03,0.11,9.230769,297.00952,0.29078072,1082.8156
0.03,0.11,9.743589,297.26505,0.303966,1059.865
0.03,0.11,10.256411,297.50604,0.3168713,1037.3115
0.03,0.11,10.769231,297.7328,0.3295015,1015.15393
0.03,0.11,11.282051,297.94528,0.34186134,993.3898
0.03,0.11,11.794871,298.144,0.35395572,972.01715
0.03,0.11,12.307693,298.32907,0.36578947,951.03296
0.03,0.11,12.820513,298.50073,0.3773674,930.43494
0.03,0.11,13.333333,298.65918,0.38869417,910.2194
0.03,0.11,13.846154,298.80466,0.3997743,890.3835
0.03,0.11,14.358974,298.9374,0.41061276,870.9234
0.03,0.11,14.871795,299.0576,0.421214,851.83527
0.03,0.11,15.384615,299.16544,0.43158254,833.11536
0.03,0.11,15.897436,299.2612,0.44172296,814.75946
0.03,0.11,16.410257,299.345,0.45163965,796.76324
0.03,0.11,16.923077,299.41718,0.46133703,779.1227
0.03,0.11,17.435898,299.47778,0.47081947,761.8328
0.03,0.11,17.948717,299.5271,0.4800912,744.8893
0.03,0.11,18.461538,299.5653,0.4891566,728.2875
0.03,0.11,18.97436,299.59265,0.4980197,712.0224
0.03,0.11,19.487179,299.6093,0.50668466,696.08936
0.03,0.11,20.0,299.61542,0.51515555,680.48346
0.03,0.13,0.0,289.90903,0.0,1563.7256
0.03,0.13,0.51282054,290.46588,0.019061476,1533.8228
0.03,0.13,1.0256411,291.00378,0.03775709,1504.2638
0.03,0.13,1.5384616,291.52313,0.056090966,1475.0575
0.03,0.13,2.0512822,292.02405,0.074067585,1446.212
0.03,0.13,2.5641026,292.50687,0.09169149,1417.7335
0.03,0.13,3.0769231,292.9718,0.108967155,1389.6293
0.03,0.13,3.5897436,293.41913,0.12589934,1361.9039
0.03,0.13,4.1025643,293.84906,0.14249256,1334.5629
0.03,0.13,4.6153846,294.2619,0.1587517,1307.61
0.03,0.13,5.1282053,294.6579,0.17468148,1281.0493
0.03,0.13,5.6410255,295.03723,0.19028687,1254.8833
0.03,0.13,6.1538463,295.40018,0.20557255,1229.115
0.03,0.13,6.6666665,295.74704,0.22054368,1203.7452
0.03,0.13,7.179487,296.07803,0.23520488,1178.7759
0.03,0.13,7.6923075,296.3934,0.24956127,1154.208
0.03,0.13,8.205129,296.69336,0.26361778,1130.0413
0.03,0.13,8.717949,296.9781,0.2773793,1106.276
0.03,0.13,9.230769,297.248,0.29085085,1082.911
0.03,0.13,9.743589,297.50317,0.3040372,1059.9463
0.03,0.13,10.256411,297.74387,0.31694344,1037.3795
0.03,0.13,10.769231,297.97037,0.3295744,1015.2096
0.03,0.13,11.282051,298.18286,0.34193486,993.434
0.03,0.13,11.794871,298.38156,0.35402972,972.05096
0.03,0.13,12.307693,298.5667,0.36586383,951.05707
0.03,0.13,12.820513,298.73853,0.377442,930.4501
0.03,0.13,13.333333,298.89725,0.38876885,910.2266
0.03,0.13,13.846154,299.04303,0.3998491,890.38306
0.03,0.13,14.358974,299.17618,0.4106875,870.91595
0.03,0.13,14.871795,299.2969,0.42128858,851.8216
0.03,0.13,15.384615,299.40527,0.43165693,833.0959
0.03,0.13,15.897436,299.50162,0.44179702,814.73486
0.03,0.13,16.410257,299.58612,0.45171338,796.7338
0.03,0.13,16.923077,299.65897,0.4614104,779.08887
0.03,0.13,17.435898,299.7204,0.47089243,761.79517
0.03,0.13,17.948717,299.77054,0.4801637,744.84814
0.03,0.13,18.461538,299.80963,0.4892286,728.2431
0.03,0.13,18.97436,299.8379,0.49809104,711.9753
0.03,0.13,19.487179,299.85553,0.50675535,696.0399
0.03,0.13,20.0,299.8626,0.5152257,680.43176
0.03,0.15,0.0,290.1026,0.0,1564.2275
0.03,0.15,0.51282054,290.65656,0.019067422,1534.2793
0.03,0.15,1.0256411,291.19183,0.037768304,1504.679
0.03,0.15,1.5384616,291.7087,0.05610708,1475.4344
0.03,0.15,2.0512822,292.20743,0.074088186,1446.5531
0.03,0.15,2.5641026,292.6882,0.09171605,1418.042
0.03,0.15,3.0769231,293.1512,0.10899537,1389.907
0.03,0.15,3.5897436,293.5969,0.12593073,1362.1538
0.03,0.15,4.1025643,294.02536,0.1425269,1334.7867
0.03,0.15,4.6153846,294.4368,0.15878862,1307.8102
0.03,0.15,5.1282053,294.83157,0.17472076,1281.2273
0.03,0.15,5.6410255,295.20993,0.19032818,1255.0411
0.03,0.15,6.1538463,295.572,0.20561573,1229.254
0.03,0.15,6.6666665,295.91812,0.22058839,1203.8673
0.03,0.15,7.179487,296.2485,0.23525102,1178.8823
0.03,0.15,7.6923075,296.56335,0.24960862,1154.2997
0.03,0.15,8.205129,296.86298,0.2636662,1130.1198
0.03,0.15,8.717949,297.1475,0.27742863,1106.3422
0.03,0.15,9.230769,297.41727,0.29090092,1082.9661
0.03,0.15,9.743589,297.67242,0.30408788,1059.991
0.03,0.15,10.256411,297.91327,0.3169946,1037.4149
0.03,0.15,10.769231,298.14,0.3296259,1015.2364
0.03,0.15,11.282051,298.3528,0.3419866,993.45306
0.03,0.15,11.794871,298.5519,0.35408175,972.06287
0.03,0.15,12.307693,298.73758,0.36591595,951.06256
0.03,0.15,12.820513,298.91,0.3774941,930.44965
0.03,0.15,13.333333,299.0694,0.38882095,910.2209
0.03,0.15,13.846154,299.21597,0.39990115,890.37244
0.03,0.15,14.358974,299.3499,0.41073933,870.9013
0.03,0.15,14.871795,299.47156,0.42134017,851.803
0.03,0.15,15.384615,299.58087,0.43170834,833.0738
0.03,0.15,15.897436,299.6783,0.44184813,814.7096
0.03,0.15,16.410257,299.76392,0.45176414,796.706
0.03,0.15,16.923077,299.83792,0.46146083,779.05853
0.03,0.15,17.435898,299.90054,0.47094244,761.7627
0.03,0.15,17.948717,299.95203,0.48021322,744.81384
0.03,0.15,18.461538,299.99243,0.48927772,728.2071
0.03,0.15,18.97436,300.02213,0.49813974,711.938
0.03,0.15,19.487179,300.04114,0.5068037,696.00134
0.03,0.15,20.0,300.04974,0.5152735,680.39233
0.03,0.17,0.0,290.22275,0.0,1564.5789
0.03,0.17,0.51282054,290.77414,0.01907149,1534.5942
0.03,0.17,1.0256411,291.307,0.037776023,1504.9602
0.03,0.17,1.5384616,291.82178,0.056118138,1475.6844
0.03,0.17,2.0512822,292.31845,0.07410206,1446.775
0.03,0.17,2.5641026,292.79742,0.091732584,1418.2379
0.03,0.17,3.0769231,293.25894,0.109014094,1390.0798
0.03,0.17,3.5897436,293.70316,0.1259515,1362.3048
0.03,0.17,4.1025643,294.13037,0.14254937,1334.9183
0.03,0.17,4.6153846,294.54083,0.15881261,1307.9242
0.03,0.17,5.1282053,294.93478,0.17474605,1281.3252
0.03,0.17,5.6410255,295.31238,0.19035462,1255.1246
0.03,0.17,6.1538463,295.67395,0.20564306,1229.3241
0.03,0.17,6.6666665,296.01965,0.22061649,1203.9258
0.03,0.17,7.179487,296.34976,0.23527981,1178.9299
0.03,0.17,7.6923075,296.6645,0.24963793,1154.3378
0.03,0.17,8.205129,296.9641,0.26369596,1130.1489
0.03,0.17,8.717949,297.24884,0.27745873,1106.3639
0.03,0.17,9.230769,297.51886,0.29093117,1082.981
0.03,0.17,9.743589,297.7744,0.30411828,1059.9998
0.03,0.17,10.256411,298.01575,0.3170251,1037.4181
0.03,0.17,10.769231,298.243,0.3296564,1015.2346
0.03,0.17,11.282051,298.45663,0.3420171,993.44727
0.03,0.17,11.794871,298.6565,0.35411206,972.05316
0.03,0.17,12.307693,298.8431,0.36594617,951.0496
0.03,0.17,12.820513,299.0165,0.3775242,930.4339
0.03,0.17,13.333333,299.17706,0.3888508,910.2026
0.03,0.17,13.846154,299.3248,0.39993072,890.35223
0.03,0.17,14.358974,299.46,0.4107687,870.87915
0.03,0.17,14.871795,299.58292,0.4213693,851.77924
0.03,0.17,15.384615,299.69366,0.43173707,833.049
0.03,0.17,15.897436,299.79257,0.44187656,814.68365
0.03,0.17,16.410257,299.87973,0.4517923,796.6792
0.03,0.17,16.923077,299.95532,0.46148857,779.03125
0.03,0.17,17.435898,300.01962,0.47096986,761.73505
0.03,0.17,17.948717,300.0728,0.48024035,744.7859
0.03,0.17,18.461538,300.11502,0.48930448,728.1792
0.03,0.17,18.97436,300.14648,0.49816623,711.9101
0.03,0.17,19.487179,300.16736,0.50682974,695.97363
0.03,0.17,20.0,300.17786,0.51529926,680.3648
0.03,0.19,0.0,290.27124,0.0,1564.7837
0.03,0.19,0.51282054,290.82022,0.019073837,1534.7694
0.03,0.19,1.0256411,291.35098,0.037780404,1505.1091
0.03,0.19,1.5384616,291.86377,0.056124136,1475.8099
0.03,0.19,2.0512822,292.35876,0.07410957,1446.8794
0.03,0.19,2.5641026,292.83627,0.09174114,1418.3235
0.03,0.19,3.0769231,293.29645,0.10902364,1390.1483
0.03,0.19,3.5897436,293.7396,0.12596181,1362.3585
0.03,0.19,4.1025643,294.16592,0.14256027,1334.9587
0.03,0.19,4.6153846,294.57562,0.15882388,1307.9531
0.03,0.19,5.1282053,294.969,0.17475769,1281.3442
0.03,0.19,5.6410255,295.34622,0.1903663,1255.1348
0.03,0.19,6.1538463,295.70755,0.20565495,1229.3264
0.03,0.19,6.6666665,296.05316,0.22062832,1203.9214
0.03,0.19,7.179487,296.38336,0.2352916,1178.92
0.03,0.19,7.6923075,296.69833,0.24964951,1154.323
0.03,0.19,8.205129,296.99835,0.26370737,1130.1302
0.03,0.19,8.717949,297.2835,0.27746984,1106.3416
0.03,0.19,9.230769,297.55417,0.290942,1082.9563
0.03,0.19,9.743589,297.81052,0.30412883,1059.9727
0.03,0.19,10.256411,298.0527,0.31703526,1037.3895
0.03,0.19,10.769231,298.281,0.32966626,1015.20496
0.03,0.19,11.282051,298.49564,0.3420265,993.4165
0.03,0.19,11.794871,298.69678,0.35412115,972.0221
0.03,0.19,12.307693,298.88464,0.3659549,951.0184
0.03,0.19,12.820513,299.05948,0.37753242,930.40283
0.03,0.19,13.333333,299.22147,0.38885874,910.17175
0.03,0.19,13.846154,299.37076,0.39993834,890.32184
0.03,0.19,14.358974,299.50766,0.41077584,870.84955
0.03,0.19,14.871795,299.63226,0.4213761,851.75055
0.03,0.19,15.384615,299.7449,0.43174356,833.02106
0.03,0.19,15.897436,299.84564,0.44188273,814.657
0.03,0.19,16.410257,299.93475,0.45179814,796.6539
0.03,0.19,16.923077,300.0124,0.4614941,779.00696
0.03,0.19,17.435898,300.07874,0.4709751,761.7121
0.03,0.19,17.948717,300.1341,0.48024535,744.7644
0.03,0.19,18.461538,300.17847,0.48930922,728.15906
0.03,0.19,18.97436,300.2122,0.4981706,711.8913
0.03,0.19,19.487179,300.23535,0.5068339,695.95636
0.03,0.19,20.0,300.24823,0.51530325,680.34894
0.03,0.21,0.0,290.2498,0.0,1564.8438
0.03,0.21,0.51282054,290.79663,0.01907441,1534.8085
0.03,0.21,1.0256411,291.32544,0.037781343,1505.1289
0.03,0.21,1.5384616,291.83652,0.05612523,1475.8134
0.03,0.21,2.0512822,292.33008,0.07411061,1446.8683
0.03,0.21,2.5641026,292.80627,0.09174197,1418.3004
0.03,0.21,3.0769231,293.26547,0.10902416,1390.115
0.03,0.21,3.5897436,293.70776,0.12596181,1362.3167
0.03,0.21,4.1025643,294.13345,0.14255969,1334.9102
0.03,0.21,4.6153846,294.54272,0.15882275,1307.8984
0.03,0.21,5.1282053,294.9358,0.17475575,1281.285
0.03,0.21,5.6410255,295.31287,0.19036369,1255.0724
0.03,0.21,6.1538463,295.67432,0.2056515,1229.2617
0.03,0.21,6.6666665,296.02023,0.22062415,1203.855
0.03,0.21,7.179487,296.35077,0.23528653,1178.8531
0.03,0.21,7.6923075,296.66635,0.24964367,1154.2557
0.03,0.21,8.205129,296.96704,0.2637007,1130.0637
0.03,0.21,8.717949,297.25305,0.27746233,1106.2761
0.03,0.21,9.230769,297.52466,0.29093373,1082.892
0.03,0.21,9.743589,297.7821,0.30411974,1059.9104
0.03,0.21,10.256411,298.0255,0.31702542,1037.3295
0.03,0.21,10.769231,298.25522,0.32965568,1015.1471
0.03,0.21,11.282051,298.47122,0.3420153,993.36145
0.03,0.21,11.794871,298.67395,0.3541093,971.9696
0.03,0.21,12.307693,298.8635,0.36594233,950.969
0.03,0.21,12.820513,299.0401,0.37751934,930.35626
0.03,0.21,13.333333,299.20395,0.388845,910.12836
0.03,0.21,13.846154,299.35522,0.39992404,890.2817
0.03,0.21,14.358974,299.49414,0.41076118,870.8123
0.03,0.21,14.871795,299.6209,0.4213609,851.71674
0.03,0.21,15.384615,299.73575,0.43172807,832.99036
0.03,0.21,15.897436,299.83875,0.44186687,814.6294
0.03,0.21,16.410257,299.93024,0.451782,796.6292
0.03,0.21,16.923077,300.0103,0.46147764,778.9855
0.03,0.21,17.435898,300.07916,0.4709584,761.6936
0.03,0.21,17.948717,300.137,0.48022848,744.7489
0.03,0.21,18.461538,300.18402,0.48929203,728.1465
0.03,0.21,18.97436,300.2204,0.49815345,711.8814
0.03,0.21,19.487179,300.24625,0.5068166,695.9491
0.03,0.21,20.0,300.26184,0.5152858,680.3444
0.03,0.23,0.0,290.1601,0.0,1564.7627
0.03,0.23,0.51282054,290.70493,0.019073367,1534.7125
0.03,0.23,1.0256411,291.23203,0.037778996,1505.0214
0.03,0.23,1.5384616,291.7416,0.056121476,1475.6963
0.03,0.23,2.0512822,292.23392,0.0741054,1446.744
0.03,0.23,2.5641026,292.70914,0.091735244,1418.1705
0.03,0.23,3.0769231,293.1675,0.10901571,1389.9813
0.03,0.23,3.5897436,293.60925,0.12595175,1362.1809
0.03,0.23,4.1025643,294.0345,0.14254797,1334.7731
0.03,0.23,4.6153846,294.44363,0.15880933,1307.7617
0.03,0.23,5.1282053,294.83667,0.17474063,1281.1495
0.03,0.23,5.6410255,295.21402,0.19034696,1254.9387
0.03,0.23,6.1538463,295.57578,0.2056331,1229.1311
0.03,0.23,6.6666665,295.92218,0.22060418,1203.7277
0.03,0.23,7.179487,296.25348,0.23526496,1178.7299
0.03,0.23,7.6923075,296.5699,0.24962068,1154.1372
0.03,0.23,8.205129,296.87158,0.26367623,1129.95
0.03,0.23,8.717949,297.15875,0.27743647,1106.1675
0.03,0.23,9.230769,297.43167,0.2909066,1082.789
0.03,0.23,9.743589,297.69058,0.30409142,1059.813
0.03,0.23,10.256411,297.93555,0.31699595,1037.2378
0.03,0.23,10.769231,298.1669,0.32962507,1015.06146
0.03,0.23,11.282051,298.38474,0.34198368,993.2818
0.03,0.23,11.794871,298.5894,0.35407665,971.89606
0.03,0.23,12.307693,298.78098,0.36590895,950.9011
0.03,0.23,12.820513,298.9597,0.37748513,930.2943
0.03,0.23,13.333333,299.12576,0.3888101,910.0724
0.03,0.23,13.846154,299.27942,0.39988843,890.2313
0.03,0.23,14.358974,299.42075,0.410725,870.7676
0.03,0.23,14.871795,299.55,0.42132425,851.6773
0.03,0.23,15.384615,299.66742,0.4316908,832.9565
0.03,0.23,15.897436,299.77313,0.4418292,814.6006
0.03,0.23,16.410257,299.8673,0.45174405,796.60547
0.03,0.23,16.923077,299.9502,0.4614395,778.9666
0.03,0.23,17.435898,300.0219,0.47092003,761.6794
0.03,0.23,17.948717,300.08267,0.48018998,744.7391
0.03,0.23,18.461538,300.13275,0.4892534,728.141
0.03,0.23,18.97436,300.17215,0.49811485,711.8801
0.03,0.23,19.487179,300.20114,0.506778,695.9518
0.03,0.23,20.0,300.21988,0.5152472,680.351
0.03,0.25,0.0,290.0036,0.0,1564.5426
0.03,0.25,0.51282054,290.54675,0.019070603,1534.4852
0.03,0.25,1.0256411,291.07233,0.037773415,1504.7893
0.03,0.25,1.5384616,291.5807,0.056113027,1475.4618
0.03,0.25,2.0512822,292.07193,0.07409403,1446.5084
0.03,0.25,2.5641026,292.54636,0.0917209,1417.936
0.03,0.25,3.0769231,293.00415,0.10899855,1389.7491
0.03,0.25,3.5897436,293.44553,0.12593177,1361.9521
0.03,0.25,4.1025643,293.8707,0.14252523,1334.5492
0.03,0.25,4.6153846,294.27982,0.15878382,1307.5437
0.03,0.25,5.1282053,294.67316,0.17471257,1280.9384
0.03,0.25,5.6410255,295.05096,0.19031629,1254.7346
0.03,0.25,6.1538463,295.41336,0.20560002,1228.9347
0.03,0.25,6.6666665,295.76056,0.22056866,1203.5399
0.03,0.25,7.179487,296.0929,0.23522724,1178.5507
0.03,0.25,7.6923075,296.41043,0.24958077,1153.9675
0.03,0.25,8.205129,296.7134,0.26363432,1129.7893
0.03,0.25,8.717949,297.00208,0.27739266,1106.0164
0.03,0.25,9.230769,297.27658,0.29086092,1082.6473
0.03,0.25,9.743589,297.5372,0.30404413,1059.6807
0.03,0.25,10.256411,297.78406,0.31694707,1037.1149
0.03,0.25,10.769231,298.01743,0.32957476,1014.948
0.03,0.25,11.282051,298.23746,0.341932,993.1775
0.03,0.25,11.794871,298.44437,0.35402375,971.80084
0.03,0.25,12.307693,298.63824,0.3658548,950.81506
0.03,0.25,12.820513,298.81946,0.37743005,930.217
0.03,0.25,13.333333,298.98813,0.3887541,910.0033
0.03,0.25,13.846154,299.1444,0.3998317,890.17053
0.03,0.25,14.358974,299.28857,0.4106675,870.71484
0.03,0.25,14.871795,299.4207,0.4212662,851.6323
0.03,0.25,15.384615,299.54102,0.4316323,832.91895
0.03,0.25,15.897436,299.64975,0.44177026,814.57025
0.03,0.25,16.410257,299.74707,0.45168477,796.58215
0.03,0.25,16.923077,299.8331,0.4613799,778.9499
0.03,0.25,17.435898,299.9081,0.47086036,761.669
0.03,0.25,17.948717,299.97226,0.4801301,744.73486
0.03,0.25,18.461538,300.02567,0.48919365,728.14246
0.03,0.25,18.97436,300.0685,0.49805504,711.88715
0.03,0.25,19.487179,300.10098,0.5067184,695.9641
0.03,0.25,20.0,300.12335,0.51518774,680.36816
0.03,0.27,0.0,289.78223,0.0,1564.1866
0.03,0.27,0.51282054,290.3237,0.019066222,1534.129
0.03,0.27,1.0256411,290.84802,0.037764706,1504.4349
0.03,0.27,1.5384616,291.35522,0.05609999,1475.111
0.03,0.27,2.0512822,291.84564,0.07407666,1446.1638
0.03,0.27,2.5641026,292.3195,0.09169936,1417.5983
0.03,0.27,3.0769231,292.77695,0.108972944,1389.4198
0.03,0.27,3.5897436,293.21817,0.12590215,1361.6326
0.03,0.27,4.1025643,293.6434,0.14249168,1334.2402
0.03,0.27,4.6153846,294.05286,0.1587466,1307.246
0.03,0.27,5.1282053,294.44672,0.17467168,1280.6522
0.03,0.27,5.6410255,294.8252,0.190272,1254.4612
0.03,0.27,6.1538463,295.18848,0.20555237,1228.6743
0.03,0.27,6.6666665,295.5368,0.22051792,1203.2926
0.03,0.27,7.179487,295.87033,0.23517358,1178.3168
0.03,0.27,7.6923075,296.1893,0.2495243,1153.7468
0.03,0.27,8.205129,296.4939,0.26357517,1129.5822
0.03,0.27,8.717949,296.78427,0.27733105,1105.8228
0.03,0.27,9.230769,297.06073,0.29079708,1082.467
0.03,0.27,9.743589,297.32333,0.30397803,1059.5138
0.03,0.27,10.256411,297.57245,0.31687903,1036.961
0.03,0.27,10.769231,297.80814,0.3295049,1014.8067
0.03,0.27,11.282051,298.03058,0.3418605,993.04877
0.03,0.27,11.794871,298.24005,0.35395074,971.6843
0.03,0.27,12.307693,298.43665,0.3657805,950.7106
0.03,0.27,12.820513,298.62067,0.37735447,930.12384
0.03,0.27,13.333333,298.79224,0.38867742,909.9214
0.03,0.27,13.846154,298.95154,0.3997541,890.0993
0.03,0.27,14.358974,299.09882,0.41058913,870.65405
0.03,0.27,14.871795,299.23416,0.42118716,851.58154
0.03,0.27,15.384615,299.35776,0.43155262,832.87775
0.03,0.27,15.897436,299.4699,0.44169027,814.5383
0.03,0.27,16.410257,299.57065,0.45160428,796.55896
0.03,0.27,16.923077,299.6603,0.46129924,778.9351
0.03,0.27,17.435898,299.73892,0.4707795,761.66223
0.03,0.27,17.948717,299.80667,0.4800493,744.7357
0.03,0.27,18.461538,299.86383,0.48911285,728.1506
0.03,0.27,18.97436,299.9105,0.4979744,711.90216
0.03,0.27,19.487179,299.94687,0.50663793,695.9856
0.03,0.27,20.0,299.97314,0.51510763,680.3958
0.03,0.29,0.0,289.49753,0.0,1563.6973
0.03,0.29,0.51282054,290.03748,0.019060172,1533.6464
0.03,0.29,1.0256411,290.56064,0.037752762,1503.961
0.03,0.29,1.5384616,291.0669,0.05608231,1474.6473
0.03,0.29,2.0512822,291.5567,0.0740534,1445.7115
0.03,0.29,2.5641026,292.0301,0.091670625,1417.1595
0.03,0.29,3.0769231,292.4874,0.108938836,1388.9952
0.03,0.29,3.5897436,292.92868,0.12586288,1361.2231
0.03,0.29,4.1025643,293.35422,0.14244756,1333.8469
0.03,0.29,4.6153846,293.76416,0.15869766,1306.8693
0.03,0.29,5.1282053,294.15875,0.17461827,1280.2926
0.03,0.29,5.6410255,294.53815,0.19021422,1254.1194
0.03,0.29,6.1538463,294.90256,0.2054905,1228.3501
0.03,0.29,6.6666665,295.25223,0.2204522,1202.9861
0.03,0.29,7.179487,295.58725,0.2351042,1178.0282
0.03,0.29,7.6923075,295.90787,0.24945143,1153.4761
0.03,0.29,8.205129,296.21436,0.26349914,1129.3291
0.03,0.29,8.717949,296.50674,0.277252,1105.587
0.03,0.29,9.230769,296.78537,0.29071516,1082.2484
0.03,0.29,9.743589,297.0503,0.30389366,1059.312
0.03,0.29,10.256411,297.30185,0.3167922,1036.776
0.03,0.29,10.769231,297.5401,0.32941586,1014.6378
0.03,0.29,11.282051,297.76532,0.3417695,992.8956
0.03,0.29,11.794871,297.97763,0.35385796,971.5464
0.03,0.29,12.307693,298.17728,0.3656861,950.58704
0.03,0.29,12.820513,298.36435,0.3772586,930.01495
0.03,0.29,13.333333,298.53918,0.38858038,909.8262
0.03,0.29,13.846154,298.7018,0.39965597,890.0173
0.03,0.29,14.358974,298.8525,0.4104901,870.5849
0.03,0.29,14.871795,298.99142,0.4210872,851.5247
0.03,0.29,15.384615,299.11865,0.4314521,832.83246
0.03,0.29,15.897436,299.2346,0.4415893,814.5042
0.03,0.29,16.410257,299.33914,0.45150295,796.5355
0.03,0.29,16.923077,299.43262,0.46119776,778.9218
0.03,0.29,17.435898,299.5152,0.4706778,761.6586
0.03,0.29,17.948717,299.587,0.4799477,744.7412
0.03,0.29,18.461538,299.6483,0.4890114,728.1648
0.03,0.29,18.97436,299.69913,0.49787313,711.9246
0.03,0.29,19.487179,299.73972,0.506537,696.0158
0.03,0.29,20.0,299.7702,0.5150071,680.4335
0.03,0.31,0.0,289.15094,0.0,1563.0778
0.03,0.31,0.51282054,289.68958,0.019052714,1533.0399
0.03,0.31,1.0256411,290.21164,0.037737846,1503.3694
0.03,0.31,1.5384616,290.71725,0.056060195,1474.0719
0.03,0.31,2.0512822,291.20648,0.074024245,1445.1543
0.03,0.31,2.5641026,291.67966,0.091634795,1416.6211
0.03,0.31,3.0769231,292.13696,0.10889654,1388.477
0.03,0.31,3.5897436,292.57846,0.12581427,1360.7258
0.03,0.31,4.1025643,293.0045,0.14239296,1333.3707
0.03,0.31,4.6153846,293.41516,0.15863743,1306.4149
0.03,0.31,5.1282053,293.81067,0.1745525,1279.8607
0.03,0.31,5.6410255,294.19122,0.19014329,1253.7095
0.03,0.31,6.1538463,294.55695,0.20541473,1227.9629
0.03,0.31,6.6666665,294.9081,0.22037178,1202.6213
0.03,0.31,7.179487,295.24493,0.23501936,1177.6855
0.03,0.31,7.6923075,295.56747,0.24936262,1153.1555
0.03,0.31,8.205129,295.876,0.2634064,1129.0302
0.03,0.31,8.717949,296.17065,0.27715576,1105.3096
0.03,0.31,9.230769,296.45172,0.29061568,1081.9921
0.03,0.31,9.743589,296.71927,0.30379102,1059.0759
0.03,0.31,10.256411,296.9735,0.31668684,1036.5598
0.03,0.31,10.769231,297.2147,0.329308,1014.4411
0.03,0.31,11.282051,297.4429,0.34165934,992.7176
0.03,0.31,11.794871,297.6584,0.35374573,971.38654
0.03,0.31,12.307693,297.86133,0.36557198,950.4451
0.03,0.31,12.820513,298.05182,0.37714288,929.8898
0.03,0.31,13.333333,298.23016,0.3884632,909.71747
0.03,0.31,13.846154,298.39645,0.39953747,889.92456
0.03,0.31,14.358974,298.55087,0.41037056,870.507
0.03,0.31,14.871795,298.6936,0.4209669,851.46124
0.03,0.31,15.384615,298.82486,0.4313311,832.7829
